Z,N,MM,,,
81,184,183.9818862,,,
81,185,184.9787892,,,
81,186,185.9786512,,,
81,187,186.9759064,,,
81,188,187.9760213,,,
81,189,188.9735881,,,
81,190,189.9738285,,,
81,191,190.9717843,,,
81,192,191.9722253,,,
81,193,192.9705021,,,
81,194,193.9710812,,,
81,195,194.9697741,,,
81,196,195.9704811,,,
81,197,196.9695762,,,
81,198,197.9704839,,,
81,199,198.9698773,,,
81,200,199.9709634,,,
81,201,200.9708222,,,
81,202,201.9721022,,,
81,203,202.9723446,,,
81,204,203.9738639,,,
81,205,204.9744278,,,
81,206,205.9761106,,,
81,207,206.9774198,,,
81,208,207.982019,,,
81,209,208.9853595,,,
81,210,209.9900741,,,
81,211,210.9934755,,,
81,212,211.9983422,,,
81,213,213.0019153,,,
81,214,214.0069421,,,
81,215,215.0106432,,,
81,216,216.0158032,,,
81,217,217.0196643,,,
81,218,218.0247943,,,
82,178,178.0038313,,,
82,179,179.0022018,,,
82,180,179.9979282,,,
82,181,180.9966538,,,
82,182,181.9926721,,,
82,183,182.9918723,,,
82,184,183.9881361,,,
82,185,184.9876102,,,
82,186,185.9842381,,,
82,187,186.983911,,,
82,188,187.9808751,,,
82,189,188.9808074,,,
82,190,189.9780821,,,
82,191,190.9782764,,,
82,192,191.9757751,,,
82,193,192.9761735,,,
82,194,193.9740122,,,
82,195,194.9745433,,,
82,196,195.9727742,,,
82,197,196.9734313,,,
82,198,197.9720342,,,
82,199,198.9729131,,,
82,200,199.9718191,,,
82,201,200.9728832,,,
82,202,201.972152,,,
82,203,202.9733912,,,
82,204,203.973044,,,
82,205,204.9744822,,,
82,206,205.9744657,,,
82,207,206.9758973,,,
82,208,207.9766525,,,
82,209,208.9810905,,,
82,210,209.9841889,,,
82,211,210.9887371,,,
82,212,211.9918977,,,
82,213,212.996563,,,
82,214,213.9998059,,,
82,215,215.0047411,,,
82,216,216.0080321,,,
82,217,217.0131432,,,
82,218,218.0165932,,,
82,219,219.0217743,,,
82,220,220.0254143,,,
83,184,184.0012758,,,
83,185,184.9976009,,,
83,186,185.9966447,,,
83,187,186.9931471,,,
83,188,187.9922872,,,
83,189,188.9891952,,,
83,190,189.9886222,,,
83,191,190.9857867,,,
83,192,191.9854693,,,
83,193,192.9829601,,,
83,194,193.9827855,,,
83,195,194.9806489,,,
83,196,195.9806673,,,
83,197,196.9788652,,,
83,198,197.9792063,,,
83,199,198.9776731,,,
83,200,199.9781312,,,
83,201,200.9770102,,,
83,202,201.9777342,,,
83,203,202.9768931,,,
83,204,203.9778362,,,
83,205,204.9773868,,,
83,206,205.9784994,,,
83,207,206.978471,,,
83,208,207.9797425,,,
83,209,208.9803991,,,
83,210,209.9841207,,,
83,211,210.9872698,,,
83,212,211.991286,,,
83,213,212.9943852,,,
83,214,213.9987121,,,
83,215,215.0017702,,,
83,216,216.0063061,,,
83,217,217.0093722,,,
83,218,218.0141883,,,
83,219,219.0174821,,,
83,220,220.0223532,,,
83,221,221.0258732,,,
83,222,222.0307832,,,
83,223,223.0345043,,,
83,224,224.0394743,,,
84,186,186.0043934,,,
84,187,187.0030413,,,
84,188,187.9994162,,,
84,189,188.9984732,,,
84,190,189.9951011,,,
84,191,190.9945586,,,
84,192,191.9913361,,,
84,193,192.9910264,,,
84,194,193.9881861,,,
84,195,194.9881264,,,
84,196,195.9855261,,,
84,197,196.9856605,,,
84,198,197.9833892,,,
84,199,198.9836673,,,
84,200,199.9817992,,,
84,201,200.9822599,,,
84,202,201.9807582,,,
84,203,202.9814162,,,
84,204,203.9803101,,,
84,205,204.9812032,,,
84,206,205.980474,,,
84,207,206.9815939,,,
84,208,207.9812461,,,
84,209,208.9824308,,,
84,210,209.9828741,,,
84,211,210.9866536,,,
84,212,211.9888684,,,
84,213,212.9928576,,,
84,214,213.9952017,,,
84,215,214.9994201,,,
84,216,216.0019152,,,
84,217,217.0063183,,,
84,218,218.0089735,,,
84,219,219.0136142,,,
84,220,220.0163862,,,
84,221,221.0212282,,,
84,222,222.0241404,,,
84,223,223.0290721,,,
84,224,224.0321121,,,
84,225,225.0370732,,,
84,226,226.0403143,,,
84,227,227.0453943,,,
85,191,191.0041482,,,
85,192,192.0031524,,,
85,193,192.9999272,,,
85,194,193.9992363,,,
85,195,194.9962686,,,
85,196,195.9958003,,,
85,197,196.9931896,,,
85,198,197.9927845,,,
85,199,198.9905278,,,
85,200,199.9903513,,,
85,201,200.9884172,,,
85,202,201.9886303,,,
85,203,202.9869431,,,
85,204,203.9872512,,,
85,205,204.9860762,,,
85,206,205.9866572,,,
85,207,206.9858001,,,
85,208,207.9866134,,,
85,209,208.9861703,,,
85,210,209.987148,,,
85,211,210.9874966,,,
85,212,211.9907377,,,
85,213,212.9929371,,,
85,214,213.9963721,,,
85,215,214.9986529,,,
85,216,216.0024236,,,
85,217,217.0047193,,,
85,218,218.0086951,,,
85,219,219.0111618,,,
85,220,220.0154332,,,
85,221,221.0180172,,,
85,222,222.0224942,,,
85,223,223.0251512,,,
85,224,224.0297492,,,
85,225,225.0326332,,,
85,226,226.0371632,,,
85,227,227.0402432,,,
85,228,228.0447543,,,
85,229,229.0481243,,,
86,193,193.0097083,,,
86,194,194.0061442,,,
86,195,195.0054225,,,
86,196,196.0021162,,,
86,197,197.0015854,,,
86,198,197.9986791,,,
86,199,198.9983907,,,
86,200,199.9956901,,,
86,201,200.9956285,,,
86,202,201.9932642,,,
86,203,202.9933883,,,
86,204,203.9914302,,,
86,205,204.9917195,,,
86,206,205.9902142,,,
86,207,206.9907304,,,
86,208,207.9896351,,,
86,209,208.9904152,,,
86,210,209.9896891,,,
86,211,210.9906012,,,
86,212,211.9907039,,,
86,213,212.9938832,,,
86,214,213.9953631,,,
86,215,214.998746,,,
86,216,216.000272,,,
86,217,217.003928,,,
86,218,218.0056016,,,
86,219,219.0094804,,,
86,220,220.0113941,,,
86,221,221.0155372,,,
86,222,222.0175782,,,
86,223,223.0218894,,,
86,224,224.0240961,,,
86,225,225.0284861,,,
86,226,226.0308611,,,
86,227,227.0353042,,,
86,228,228.0378352,,,
86,229,229.0422571,,,
86,230,230.0451421,,,
86,231,231.0498732,,,
87,199,199.0072595,,,
87,200,200.0065866,,,
87,201,201.0038678,,,
87,202,202.0033206,,,
87,203,203.0009408,,,
87,204,204.0006523,,,
87,205,204.998594,,,
87,206,205.9986663,,,
87,207,206.9969462,,,
87,208,207.9971381,,,
87,209,208.9959552,,,
87,210,209.9964222,,,
87,211,210.9955561,,,
87,212,211.9962258,,,
87,213,212.9961861,,,
87,214,213.9989714,,,
87,215,215.0003419,,,
87,216,216.0031899,,,
87,217,217.0046324,,,
87,218,218.0075788,,,
87,219,219.0092525,,,
87,220,220.0123277,,,
87,221,221.0142553,,,
87,222,222.0175522,,,
87,223,223.019736,,,
87,224,224.0233981,,,
87,225,225.0255731,,,
87,226,226.0295661,,,
87,227,227.0318691,,,
87,228,228.0358231,,,
87,229,229.0382982,,,
87,230,230.0424162,,,
87,231,231.0451583,,,
87,232,232.0493717,,,
87,233,233.0526432,,,
88,201,201.0127111,,,
88,202,202.0097603,,,
88,203,203.0093049,,,
88,204,204.0064922,,,
88,205,205.0062688,,,
88,206,206.0038282,,,
88,207,207.0037996,,,
88,208,208.0018412,,,
88,209,209.0019905,,,
88,210,210.0004942,,,
88,211,211.0008933,,,
88,212,211.9997871,,,
88,213,213.0003842,,,
88,214,214.0000998,,,
88,215,215.0027205,,,
88,216,216.0035335,,,
88,217,217.0063208,,,
88,218,218.0071411,,,
88,219,219.0100856,,,
88,220,220.011026,,,
88,221,221.0139178,,,
88,222,222.0153748,,,
88,223,223.0185023,,,
88,224,224.020212,,,
88,225,225.0236119,,,
88,226,226.0254103,,,
88,227,227.0291783,,,
88,228,228.0310707,,,
88,229,229.0349422,,,
88,230,230.0370551,,,
88,231,231.0410271,,,
88,232,232.0434754,,,
88,233,233.0475822,,,
88,234,234.0503423,,,
88,235,235.0549732,,,
89,206,206.0144528,,,
89,207,207.0119665,,,
89,208,208.0115506,,,
89,209,209.0094955,,,
89,210,210.0094366,,,
89,211,211.0077326,,,
89,212,212.0078136,,,
89,213,213.0066096,,,
89,214,214.0069182,,,
89,215,215.0064751,,,
89,216,216.0087431,,,
89,217,217.0093441,,,
89,218,218.0116425,,,
89,219,219.0124215,,,
89,220,220.014755,,,
89,221,221.0155925,,,
89,222,222.0178443,,,
89,223,223.0191378,,,
89,224,224.0217232,,,
89,225,225.0232301,,,
89,226,226.0260984,,,
89,227,227.0277523,,,
89,228,228.0310215,,,
89,229,229.0329561,,,
89,230,230.0363272,,,
89,231,231.0383931,,,
89,232,232.0420341,,,
89,233,233.0443461,,,
89,234,234.0481392,,,
89,235,235.0508402,,,
89,236,236.0549884,,,
89,237,237.0582743,,,
90,208,208.0179004,,,
90,209,209.0177539,,,
90,210,210.0150942,,,
90,211,211.0149298,,,
90,212,212.0129882,,,
90,213,213.0130098,,,
90,214,214.0115002,,,
90,215,215.0117249,,,
90,216,216.0110561,,,
90,217,217.0131172,,,
90,218,218.0132761,,,
90,219,219.0155375,,,
90,220,220.0157482,,,
90,221,221.0181841,,,
90,222,222.0184691,,,
90,223,223.020812,,,
90,224,224.0214641,,,
90,225,225.0239515,,,
90,226,226.0249035,,,
90,227,227.0277042,,,
90,228,228.0287413,,,
90,229,229.0317627,,,
90,230,230.0331341,,,
90,231,231.0363046,,,
90,232,232.0380558,,,
90,233,233.0415823,,,
90,234,234.0436014,,,
90,235,235.0472551,,,
90,236,236.0496572,,,
90,237,237.0536292,,,
90,238,238.056503,,,
90,239,239.0607743,,,
91,212,212.0232038,,,
91,213,213.0211098,,,
91,214,214.0209188,,,
91,215,215.0191838,,,
91,216,216.0191096,,,
91,217,217.0183256,,,
91,218,218.0200592,,,
91,219,219.0199046,,,
91,220,220.0217056,,,
91,221,221.0218756,,,
91,222,222.0237848,,,
91,223,223.0239638,,,
91,224,224.0256177,,,
91,225,225.0261318,,,
91,226,226.0279481,,,
91,227,227.0288055,,,
91,228,228.0310517,,,
91,229,229.0320972,,,
91,230,230.034541,,,
91,231,231.0358842,,,
91,232,232.0385918,,,
91,233,233.0402472,,,
91,234,234.0433073,,,
91,235,235.0453992,,,
91,236,236.0486682,,,
91,237,237.0510231,,,
91,238,238.0546372,,,
91,239,239.0572621,,,
91,240,240.0609832,,,
91,241,241.0640843,,,
92,217,217.0246611,,,
92,218,218.0235232,,,
92,219,219.0249996,,,
92,220,220.0246211,,,
92,221,221.0262811,,,
92,222,222.0260011,,,
92,223,223.0277398,,,
92,224,224.0276053,,,
92,225,225.0293911,,,
92,226,226.0293391,,,
92,227,227.0311572,,,
92,228,228.0313712,,,
92,229,229.0335064,,,
92,230,230.0339402,,,
92,231,231.0362939,,,
92,232,232.0371563,,,
92,233,233.0396355,,,
92,234,234.0409523,,,
92,235,235.0439301,,,
92,236,236.0455682,,,
92,237,237.0487304,,,
92,238,238.0507884,,,
92,239,239.0542935,,,
92,240,240.0565935,,,
92,241,241.0603332,,,
92,242,242.0629322,,,
92,243,243.0669943,,,
93,219,219.0314321,,,
93,220,220.0325421,,,
93,221,221.0320421,,,
93,222,222.0333021,,,
93,223,223.0328521,,,
93,224,224.0342221,,,
93,225,225.0339118,,,
93,226,226.035189,,,
93,227,227.0349578,,,
93,228,228.0360675,,,
93,229,229.0362649,,,
93,230,230.0378286,,,
93,231,231.0382455,,,
93,232,232.0401111,,,
93,233,233.0407416,,,
93,234,234.0428954,,,
93,235,235.0440635,,,
93,236,236.0465705,,,
93,237,237.0481736,,,
93,238,238.0509466,,,
93,239,239.0529392,,,
93,240,240.0561652,,,
93,241,241.0582538,,,
93,242,242.0616421,,,
93,243,243.0642803,,,
93,244,244.0678532,,,
93,245,245.0708043,,,
94,228,228.0387323,,,
94,229,229.0401446,,,
94,230,230.0396502,,,
94,231,231.0411023,,,
94,232,232.0411852,,,
94,233,233.0429985,,,
94,234,234.0433175,,,
94,235,235.0452862,,,
94,236,236.0460581,,,
94,237,237.0484098,,,
94,238,238.0495601,,,
94,239,239.0521636,,,
94,240,240.0538138,,,
94,241,241.0568517,,,
94,242,242.0587428,,,
94,243,243.0620036,,,
94,244,244.0642054,,,
94,245,245.0678262,,,
94,246,246.0702052,,,
94,247,247.0741921,,,
95,230,230.0460914,,,
95,231,231.0455632,,,
95,232,232.0464532,,,
95,233,233.0464411,,,
95,234,234.0477317,,,
95,235,235.0479086,,,
95,236,236.0494312,,,
95,237,237.0499966,,,
95,238,238.0519855,,,
95,239,239.0530247,,,
95,240,240.0553002,,,
95,241,241.0568293,,,
95,242,242.0595494,,,
95,243,243.0613813,,,
95,244,244.0642851,,,
95,245,245.0664548,,,
95,246,246.0697752,,,
95,247,247.0720911,,,
95,248,248.0757522,,,
95,249,249.0784832,,,
96,232,232.0498222,,,
96,233,233.0507708,,,
96,234,234.0501602,,,
96,235,235.0515422,,,
96,236,236.0513742,,,
96,237,237.0528698,,,
96,238,238.0530811,,,
96,239,239.0549106,,,
96,240,240.0555297,,,
96,241,241.0576532,,,
96,242,242.058836,,,
96,243,243.0613893,,,
96,244,244.0627528,,,
96,245,245.0654915,,,
96,246,246.0672238,,,
96,247,247.0703541,,,
96,248,248.07235,,,
96,249,249.0759549,,,
96,250,250.0783581,,,
96,251,251.0822862,,,
96,252,252.0848732,,,
97,234,234.0572715,,,
97,235,235.0565843,,,
97,236,236.0574843,,,
97,237,237.0571024,,,
97,238,238.0582027,,,
97,239,239.0582422,,,
97,240,240.0597616,,,
97,241,241.0601622,,,
97,242,242.0619822,,,
97,243,243.0630079,,,
97,244,244.0651812,,,
97,245,245.0663618,,,
97,246,246.0686736,,,
97,247,247.0703074,,,
97,248,248.0730888,,,
97,249,249.0749877,,,
97,250,250.0783167,,,
97,251,251.0807621,,,
97,252,252.0843122,,,
97,253,253.0868839,,,
97,254,254.0906032,,,
98,237,237.0621989,,,
98,238,238.0614932,,,
98,239,239.0625323,,,
98,240,240.0622562,,,
98,241,241.0636918,,,
98,242,242.0637541,,,
98,243,243.0654812,,,
98,244,244.0660008,,,
98,245,245.0680487,,,
98,246,246.0688055,,,
98,247,247.0709652,,,
98,248,248.0721852,,,
98,249,249.0748539,,,
98,250,250.0764062,,,
98,251,251.0795886,,,
98,252,252.0816273,,,
98,253,253.0851346,,,
98,254,254.0873241,,,
98,255,255.0910522,,,
98,256,256.0934434,,,
99,239,239.0682332,,,
99,240,240.0689243,,,
99,241,241.0685624,,,
99,242,242.0695728,,,
99,243,243.0695122,,,
99,244,244.070882,,,
99,245,245.0712522,,,
99,246,246.0729024,,,
99,247,247.0736222,,,
99,248,248.0754716,,,
99,249,249.0764113,,,
99,250,250.0786111,,,
99,251,251.0799937,,,
99,252,252.0829805,,,
99,253,253.0848257,,,
99,254,254.0880222,,,
99,255,255.0902751,,,
99,256,256.0936011,,,
99,257,257.0959844,,,
99,258,258.0995232,,,
100,241,241.0742132,,,
100,242,242.0734343,,,
100,243,243.0744623,,,
100,244,244.0740422,,,
100,245,245.0753521,,,
100,246,246.0753502,,,
100,247,247.0769412,,,
100,248,248.0771866,,,
100,249,249.0789276,,,
100,250,250.0795211,,,
100,251,251.0815402,,,
100,252,252.0824672,,,
100,253,253.0851846,,,
100,254,254.0868544,,,
100,255,255.0899641,,,
100,256,256.0917746,,,
100,257,257.0951062,,,
100,258,258.0970822,,,
100,259,259.100603,,,
100,260,260.1028155,,,
101,245,245.0808133,,,
101,246,246.0817128,,,
101,247,247.0815222,,,
101,248,248.0828226,,,
101,249,249.0829122,,,
101,250,250.0844132,,,
101,251,251.0847742,,,
101,252,252.0864314,,,
101,253,253.0871443,,,
101,254,254.0895911,,,
101,255,255.0910842,,,
101,256,256.0938913,,,
101,257,257.0955424,,,
101,258,258.0984316,,,
101,259,259.1005122,,,
101,260,260.1036534,,,
101,261,261.1058362,,,
101,262,262.1091045,,,
102,248,248.0865524,,,
102,249,249.087803,,,
102,250,250.0875622,,,
102,251,251.0889412,,,
102,252,252.0889671,,,
102,253,253.0905642,,,
102,254,254.0909561,,,
102,255,255.0931912,,,
102,256,256.094283,,,
102,257,257.0968879,,,
102,258,258.0982111,,,
102,259,259.1010311,,,
102,260,260.1026422,,,
102,261,261.1057022,,,
102,262,262.1074639,,,
102,263,263.1107153,,,
102,264,264.112737,,,
103,251,251.0941832,,,
103,252,252.0952626,,,
103,253,253.0950922,,,
103,254,254.0964832,,,
103,255,255.0965622,,,
103,256,256.0984949,,,
103,257,257.0994185,,,
103,258,258.1017611,,,
103,259,259.1029028,,,
103,260,260.1055013,,,
103,261,261.1068822,,,
103,262,262.1096122,,,
103,263,263.111363,,,
103,264,264.1142047,,,
103,265,265.1161965,,,
103,266,266.1198356,,,
104,253,253.1004444,,,
104,254,254.100053,,,
104,255,255.1012712,,,
104,256,256.1011522,,,
104,257,257.1029181,,,
104,258,258.1034283,,,
104,259,259.1055968,,,
104,260,260.1064422,,,
104,261,261.1087735,,,
104,262,262.1099224,,,
104,263,263.112492,,,
104,264,264.1138839,,,
104,265,265.1166839,,,
104,266,266.118175,,,
104,267,267.1217962,,,
104,268,268.1239777,,,
105,255,255.1070745,,,
105,256,256.1078926,,,
105,257,257.1075822,,,
105,258,258.1092833,,,
105,259,259.1094926,,,
105,260,260.111301,,,
105,261,261.1119212,,,
105,262,262.1140715,,,
105,263,263.1149918,,,
105,264,264.1174125,,,
105,265,265.1186124,,,
105,266,266.121033,,,
105,267,267.1224744,,,
105,268,268.1256757,,,
105,269,269.1279173,,,
105,270,270.1313664,,,
106,258,258.1129844,,,
106,259,259.1144013,,,
106,260,260.1143842,,,
106,261,261.1159492,,,
106,262,262.1163374,,,
106,263,263.118291,,,
106,264,264.118933,,,
106,265,265.1210913,,,
106,266,266.1219826,,,
106,267,267.124363,,,
106,268,268.125395,,,
106,269,269.1286339,,,
106,270,270.130436,,,
106,271,271.1339363,,,
106,272,272.1358983,,,
106,273,273.1395854,,,
107,260,260.1216626,,,
107,261,261.1214522,,,
107,262,262.1229733,,,
107,263,263.1229233,,,
107,264,264.1245919,,,
107,265,265.1249125,,,
107,266,266.1267918,,,
107,267,267.1275028,,,
107,268,268.1296941,,,
107,269,269.130424,,,
107,270,270.1333631,,,
107,271,271.1352648,,,
107,272,272.1382658,,,
107,273,273.140248,,,
107,274,274.1435565,,,
107,275,275.1456764,,,
108,263,263.1285214,,,
108,264,264.1283573,,,
108,265,265.1297933,,,
108,266,266.1300464,,,
108,267,267.131671,,,
108,268,268.131863,,,
108,269,269.1337513,,,
108,270,270.1342927,,,
108,271,271.1371732,,,
108,272,272.1385055,,,
108,273,273.141684,,,
108,274,274.1433063,,,
108,275,275.1466763,,,
108,276,276.1484686,,,
108,277,277.1519058,,,
109,265,265.1360048,,,
109,266,266.1373733,,,
109,267,267.1371954,,,
109,268,268.1386525,,,
109,269,269.138825,,,
109,270,270.1403318,,,
109,271,271.1407435,,,
109,272,272.1434152,,,
109,273,273.1444052,,,
109,274,274.1472438,,,
109,275,275.148825,,,
109,276,276.1515959,,,
109,277,277.1532782,,,
109,278,278.1563168,,,
109,279,279.1580872,,,
110,267,267.1437715,,,
110,268,268.1434832,,,
110,269,269.1447523,,,
110,270,270.1445845,,,
110,271,271.145951,,,
110,272,272.1460244,,,
110,273,273.1485614,,,
110,274,274.1494142,,,
110,275,275.1520345,,,
110,276,276.1530359,,,
110,277,277.1559141,,,
110,278,278.1570467,,,
110,279,279.1601064,,,
110,280,280.1613189,,,
110,281,281.1645159,,,
111,272,272.1532725,,,
111,273,273.1531356,,,
111,274,274.1552519,,,
111,275,275.1559456,,,
111,276,276.1583368,,,
111,277,277.1590761,,,
111,278,278.1614938,,,
111,279,279.1627251,,,
111,280,280.1651461,,,
111,281,281.1663689,,,
111,282,282.1691272,,,
111,283,283.1705479,,,
112,276,276.1614164,,,
112,277,277.1636415,,,
112,278,278.1641647,,,
112,279,279.166545,,,
112,280,280.1671563,,,
112,281,281.1697542,,,
112,282,282.170507,,,
112,283,283.1732765,,,
112,284,284.1741691,,,
112,285,285.177126,,,
113,278,278.170582,,,
113,279,279.1709575,,,
113,280,280.1729375,,,
113,281,281.1734875,,,
113,282,282.1756739,,,
113,283,283.1765752,,,
113,284,284.1787362,,,
113,285,285.1797389,,,
113,286,286.1822172,,,
113,287,287.1833981,,,
114,285,285.1836447,,,
114,286,286.1842371,,,
114,287,287.1867866,,,
114,288,288.1875791,,,
114,289,289.190426,,,
115,287,287.1907052,,,
115,288,288.1927462,,,
115,289,289.1936389,,,
115,290,290.1959873,,,
115,291,291.1970788,,,
116,289,289.1981657,,,
116,290,290.1986471,,,
116,291,291.2010866,,,
116,292,292.2017491,,,
116,293,293.204496,,,
117,291,291.2055368,,,
117,292,292.2074675,,,
117,293,293.2082489,,,
117,294,294.2104674,,,
118,293,293.2135678,,,
118,294,294.2139271,,,
118,295,295.2162469,,,
